N,P,K,temperature,humidity,ph,label,soil_texture
22,44,24,24.30935081,56.32938343,6.030447288,mothbeans,Sandy loam
22,44,24,24.30935081,56.32938343,6.030447288,mothbeans, Sandy clay loam
17,43,22,30.06142622,45.90067655,5.498340808,mothbeans,Sandy loam
17,43,22,30.06142622,45.90067655,5.498340808,mothbeans, Sandy clay loam
8,45,15,28.09568993,60.9835384,4.61136408,mothbeans,Sandy loam
8,45,15,28.09568993,60.9835384,4.61136408,mothbeans, Sandy clay loam
7,56,23,26.33908791,40.00933429,5.545219232,mothbeans,Sandy loam
7,56,23,26.33908791,40.00933429,5.545219232,mothbeans, Sandy clay loam
36,57,16,28.61409059,57.14218792,8.292875734,mothbeans,Sandy loam
36,57,16,28.61409059,57.14218792,8.292875734,mothbeans, Sandy clay loam
11,45,19,28.70012137,44.359648,3.828031463,mothbeans,Sandy loam
11,45,19,28.70012137,44.359648,3.828031463,mothbeans, Sandy clay loam
6,36,22,24.21610338,59.79236306,8.869532817,mothbeans,Sandy loam
6,36,22,24.21610338,59.79236306,8.869532817,mothbeans, Sandy clay loam
17,57,20,28.50677929,45.20094476,3.793575185,mothbeans,Sandy loam
17,57,20,28.50677929,45.20094476,3.793575185,mothbeans, Sandy clay loam
4,47,20,25.97948991,64.95585424,4.193189124,mothbeans,Sandy loam
4,47,20,25.97948991,64.95585424,4.193189124,mothbeans, Sandy clay loam
9,49,16,30.88482722,41.36561835,7.661537348,mothbeans,Sandy loam
9,49,16,30.88482722,41.36561835,7.661537348,mothbeans, Sandy clay loam
25,51,24,25.5042419,61.66852372,9.392694614,mothbeans,Sandy loam
25,51,24,25.5042419,61.66852372,9.392694614,mothbeans, Sandy clay loam
36,44,21,25.12528913,51.33189406,4.516154055,mothbeans,Sandy loam
36,44,21,25.12528913,51.33189406,4.516154055,mothbeans, Sandy clay loam
21,38,20,27.10508014,63.56791363,5.794289715,mothbeans,Sandy loam
21,38,20,27.10508014,63.56791363,5.794289715,mothbeans, Sandy clay loam
37,57,20,31.1006247,44.82069159,7.354286985,mothbeans,Sandy loam
37,57,20,31.1006247,44.82069159,7.354286985,mothbeans, Sandy clay loam
32,48,18,26.45707778,56.40226277,5.993513566,mothbeans,Sandy loam
32,48,18,26.45707778,56.40226277,5.993513566,mothbeans, Sandy clay loam
29,44,20,30.04132304,63.56222995,8.620107545,mothbeans,Sandy loam
29,44,20,30.04132304,63.56222995,8.620107545,mothbeans, Sandy clay loam
25,51,18,27.77799528,54.82130787,9.45949344,mothbeans,Sandy loam
25,51,18,27.77799528,54.82130787,9.45949344,mothbeans, Sandy clay loam
10,44,24,30.99256944,43.02151392,8.0344125,mothbeans,Sandy loam
10,44,24,30.99256944,43.02151392,8.0344125,mothbeans, Sandy clay loam
23,35,18,26.4908332,47.36534833,5.414492777,mothbeans,Sandy loam
23,35,18,26.4908332,47.36534833,5.414492777,mothbeans, Sandy clay loam
9,60,23,31.96987867,57.17377029,6.276004336,mothbeans,Sandy loam
9,60,23,31.96987867,57.17377029,6.276004336,mothbeans, Sandy clay loam
3,58,21,25.36140526,46.82652785,9.160691747,mothbeans,Sandy loam
3,58,21,25.36140526,46.82652785,9.160691747,mothbeans, Sandy clay loam
22,42,22,25.54249137,56.96640758,7.887658711,mothbeans,Sandy loam
22,42,22,25.54249137,56.96640758,7.887658711,mothbeans, Sandy clay loam
12,39,21,28.99319096,62.85948245,8.183844843,mothbeans,Sandy loam
12,39,21,28.99319096,62.85948245,8.183844843,mothbeans, Sandy clay loam
39,36,22,29.34317422,60.50320928,9.072011412,mothbeans,Sandy loam
39,36,22,29.34317422,60.50320928,9.072011412,mothbeans, Sandy clay loam
32,41,16,28.63618921,61.39451307,7.702287236,mothbeans,Sandy loam
32,41,16,28.63618921,61.39451307,7.702287236,mothbeans, Sandy clay loam
30,41,15,24.83206631,44.17085032,5.88509677,mothbeans,Sandy loam
30,41,15,24.83206631,44.17085032,5.88509677,mothbeans, Sandy clay loam
19,36,22,25.44689075,58.55363573,6.16496284,mothbeans,Sandy loam
19,36,22,25.44689075,58.55363573,6.16496284,mothbeans, Sandy clay loam
4,46,15,31.01274943,62.40392519,3.504752314,mothbeans,Sandy loam
4,46,15,31.01274943,62.40392519,3.504752314,mothbeans, Sandy clay loam
21,39,20,27.06179658,52.3003173,7.388007483,mothbeans,Sandy loam
21,39,20,27.06179658,52.3003173,7.388007483,mothbeans, Sandy clay loam
35,57,25,27.0956288,42.26206161,8.340398059,mothbeans,Sandy loam
35,57,25,27.0956288,42.26206161,8.340398059,mothbeans, Sandy clay loam
22,55,24,28.56800579,57.30636014,8.66077954,mothbeans,Sandy loam
22,55,24,28.56800579,57.30636014,8.66077954,mothbeans, Sandy clay loam
35,51,17,28.79929247,49.84213387,3.558822825,mothbeans,Sandy loam
35,51,17,28.79929247,49.84213387,3.558822825,mothbeans, Sandy clay loam
17,56,17,27.94293692,45.41393636,5.9565851,mothbeans,Sandy loam
17,56,17,27.94293692,45.41393636,5.9565851,mothbeans, Sandy clay loam
28,57,17,30.47757686,61.58245338,9.416003106,mothbeans,Sandy loam
28,57,17,30.47757686,61.58245338,9.416003106,mothbeans, Sandy clay loam
22,36,16,30.58139475,50.77148138,8.18422855,mothbeans,Sandy loam
22,36,16,30.58139475,50.77148138,8.18422855,mothbeans, Sandy clay loam
11,41,19,26.85911286,41.81420849,5.131779302,mothbeans,Sandy loam
11,41,19,26.85911286,41.81420849,5.131779302,mothbeans, Sandy clay loam
38,38,18,26.31051759,61.18749126,6.294130313,mothbeans,Sandy loam
38,38,18,26.31051759,61.18749126,6.294130313,mothbeans, Sandy clay loam
23,37,24,28.77833449,44.2252605,7.991902443,mothbeans,Sandy loam
23,37,24,28.77833449,44.2252605,7.991902443,mothbeans, Sandy clay loam
25,35,20,28.90245417,43.35365671,8.923095695,mothbeans,Sandy loam
25,35,20,28.90245417,43.35365671,8.923095695,mothbeans, Sandy clay loam
40,45,20,29.37687468,57.69622912,6.878498176,mothbeans,Sandy loam
40,45,20,29.37687468,57.69622912,6.878498176,mothbeans, Sandy clay loam
23,58,19,24.17093241,58.25204566,5.243634849,mothbeans,Sandy loam
23,58,19,24.17093241,58.25204566,5.243634849,mothbeans, Sandy clay loam
2,56,23,26.65333029,59.79023382,7.550090941,mothbeans,Sandy loam
2,56,23,26.65333029,59.79023382,7.550090941,mothbeans, Sandy clay loam
3,56,17,28.19912143,53.50567601,8.709291688,mothbeans,Sandy loam
3,56,17,28.19912143,53.50567601,8.709291688,mothbeans, Sandy clay loam
26,51,25,28.76488954,52.62741529,7.792508068,mothbeans,Sandy loam
26,51,25,28.76488954,52.62741529,7.792508068,mothbeans, Sandy clay loam
39,42,20,29.3499706,61.25353851,8.055908858,mothbeans,Sandy loam
39,42,20,29.3499706,61.25353851,8.055908858,mothbeans, Sandy clay loam
27,59,20,28.00937423,52.60950014,4.397698806,mothbeans,Sandy loam
27,59,20,28.00937423,52.60950014,4.397698806,mothbeans, Sandy clay loam
24,45,19,26.85851927,48.8246387,5.952384957,mothbeans,Sandy loam
24,45,19,26.85851927,48.8246387,5.952384957,mothbeans, Sandy clay loam
7,40,17,31.2123945,40.92604945,8.532078733,mothbeans,Sandy loam
7,40,17,31.2123945,40.92604945,8.532078733,mothbeans, Sandy clay loam
15,45,23,24.20422636,61.43378674,7.224193642,mothbeans,Sandy loam
15,45,23,24.20422636,61.43378674,7.224193642,mothbeans, Sandy clay loam
26,52,23,29.98835437,49.60384796,4.931890506,mothbeans,Sandy loam
26,52,23,29.98835437,49.60384796,4.931890506,mothbeans, Sandy clay loam
20,45,16,29.93964907,54.61813464,4.626212446,mothbeans,Sandy loam
20,45,16,29.93964907,54.61813464,4.626212446,mothbeans, Sandy clay loam
34,54,24,31.2119298,41.55934359,5.026003659,mothbeans,Sandy loam
34,54,24,31.2119298,41.55934359,5.026003659,mothbeans, Sandy clay loam
19,51,25,26.80474415,48.23991436,3.5253661,mothbeans,Sandy loam
19,51,25,26.80474415,48.23991436,3.5253661,mothbeans, Sandy clay loam
29,41,21,31.49398069,62.84916863,8.86979671,mothbeans,Sandy loam
29,41,21,31.49398069,62.84916863,8.86979671,mothbeans, Sandy clay loam
20,50,22,30.99694676,46.42693735,9.406887533,mothbeans,Sandy loam
20,50,22,30.99694676,46.42693735,9.406887533,mothbeans, Sandy clay loam
11,40,23,29.61253065,63.04749127,5.80428611,mothbeans,Sandy loam
11,40,23,29.61253065,63.04749127,5.80428611,mothbeans, Sandy clay loam
15,54,15,29.97604322,57.03184356,8.35495812,mothbeans,Sandy loam
15,54,15,29.97604322,57.03184356,8.35495812,mothbeans, Sandy clay loam
35,55,22,30.88883074,52.62696801,8.634929739,mothbeans,Sandy loam
35,55,22,30.88883074,52.62696801,8.634929739,mothbeans, Sandy clay loam
9,59,25,30.39321309,60.16299493,7.699200949,mothbeans,Sandy loam
9,59,25,30.39321309,60.16299493,7.699200949,mothbeans, Sandy clay loam
40,45,18,30.43683729,55.20522037,5.261285926,mothbeans,Sandy loam
40,45,18,30.43683729,55.20522037,5.261285926,mothbeans, Sandy clay loam
35,38,19,25.32688786,63.18180319,9.112771682,mothbeans,Sandy loam
35,38,19,25.32688786,63.18180319,9.112771682,mothbeans, Sandy clay loam
14,58,17,30.53684308,59.96664731,4.605700542,mothbeans,Sandy loam
14,58,17,30.53684308,59.96664731,4.605700542,mothbeans, Sandy clay loam
40,55,18,30.38257873,40.5926071,7.115994051,mothbeans,Sandy loam
40,55,18,30.38257873,40.5926071,7.115994051,mothbeans, Sandy clay loam
18,36,23,24.01825377,53.76623369,7.214078621,mothbeans,Sandy loam
18,36,23,24.01825377,53.76623369,7.214078621,mothbeans, Sandy clay loam
35,52,15,28.69841277,61.14754363,9.93509073,mothbeans,Sandy loam
35,52,15,28.69841277,61.14754363,9.93509073,mothbeans, Sandy clay loam
4,59,22,29.33743412,49.00323081,8.914074888,mothbeans,Sandy loam
4,59,22,29.33743412,49.00323081,8.914074888,mothbeans, Sandy clay loam
22,51,16,27.96583691,61.34900107,8.639586199,mothbeans,Sandy loam
22,51,16,27.96583691,61.34900107,8.639586199,mothbeans, Sandy clay loam
33,47,17,24.86803974,48.27531965,8.621514073,mothbeans,Sandy loam
33,47,17,24.86803974,48.27531965,8.621514073,mothbeans, Sandy clay loam
2,51,17,25.87682261,45.96341933,5.838508699,mothbeans,Sandy loam
2,51,17,25.87682261,45.96341933,5.838508699,mothbeans, Sandy clay loam
16,51,21,31.01963639,49.9767522,3.532008668,mothbeans,Sandy loam
16,51,21,31.01963639,49.9767522,3.532008668,mothbeans, Sandy clay loam
19,55,20,27.43329405,87.80507732,7.18530147,mungbean,Sandy loam
19,55,20,27.43329405,87.80507732,7.18530147,mungbean,Loam
8,54,20,28.3340432,80.77275974,7.034214276,mungbean,Sandy loam
8,54,20,28.3340432,80.77275974,7.034214276,mungbean,Loam
36,55,20,27.01470397,84.34262707,6.635968698,mungbean,Sandy loam
36,55,20,27.01470397,84.34262707,6.635968698,mungbean,Loam
10,56,16,28.17432665,81.04554836,6.828187499,mungbean,Sandy loam
10,56,16,28.17432665,81.04554836,6.828187499,mungbean,Loam
22,56,17,29.87888063,87.32761241,6.89077995,mungbean,Sandy loam
22,56,17,29.87888063,87.32761241,6.89077995,mungbean,Loam
9,57,24,29.89232778,89.71503316,7.165121109,mungbean,Sandy loam
9,57,24,29.89232778,89.71503316,7.165121109,mungbean,Loam
34,59,23,28.56212158,83.24855855,6.935804256,mungbean,Sandy loam
34,59,23,28.56212158,83.24855855,6.935804256,mungbean,Loam
31,51,25,27.53592929,85.5701901,7.196774236,mungbean,Sandy loam
31,51,25,27.53592929,85.5701901,7.196774236,mungbean,Loam
0,49,18,29.68361658,87.93598094,6.990095452,mungbean,Sandy loam
0,49,18,29.68361658,87.93598094,6.990095452,mungbean,Loam
21,39,20,28.14448546,82.1193047,7.064782138,mungbean,Sandy loam
21,39,20,28.14448546,82.1193047,7.064782138,mungbean,Loam
28,35,22,29.53037621,86.73346018,7.156563094,mungbean,Sandy loam
28,35,22,29.53037621,86.73346018,7.156563094,mungbean,Loam
17,52,17,27.88352946,86.45147631,6.364967184,mungbean,Sandy loam
17,52,17,27.88352946,86.45147631,6.364967184,mungbean,Loam
24,42,23,28.22471276,82.35916228,6.428054409,mungbean,Sandy loam
24,42,23,28.22471276,82.35916228,6.428054409,mungbean,Loam
28,46,16,29.008124,84.96089355,6.664187809,mungbean,Sandy loam
28,46,16,29.008124,84.96089355,6.664187809,mungbean,Loam
21,38,21,29.75538903,86.45193297,6.637677489,mungbean,Sandy loam
21,38,21,29.75538903,86.45193297,6.637677489,mungbean,Loam
34,60,25,29.78416743,85.16906976,6.79385576,mungbean,Sandy loam
34,60,25,29.78416743,85.16906976,6.79385576,mungbean,Loam
19,53,22,27.8640132,80.4513142,6.852884643,mungbean,Sandy loam
19,53,22,27.8640132,80.4513142,6.852884643,mungbean,Loam
31,58,15,27.11026483,84.96771717,7.121571293,mungbean,Sandy loam
31,58,15,27.11026483,84.96771717,7.121571293,mungbean,Loam
19,35,24,27.11030369,83.64274107,6.883308033,mungbean,Sandy loam
19,35,24,27.11030369,83.64274107,6.883308033,mungbean,Loam
24,53,17,28.95451232,89.07866095,6.421271178,mungbean,Sandy loam
24,53,17,28.95451232,89.07866095,6.421271178,mungbean,Loam
13,47,20,29.21780035,87.93724219,6.54450214,mungbean,Sandy loam
13,47,20,29.21780035,87.93724219,6.54450214,mungbean,Loam
31,53,16,28.7420098,85.81675947,6.452006451,mungbean,Sandy loam
31,53,16,28.7420098,85.81675947,6.452006451,mungbean,Loam
28,45,23,29.65021184,80.29868321,6.489259136,mungbean,Sandy loam
28,45,23,29.65021184,80.29868321,6.489259136,mungbean,Loam
31,37,21,27.23924995,86.404241,6.713410626,mungbean,Sandy loam
31,37,21,27.23924995,86.404241,6.713410626,mungbean,Loam
33,60,15,28.95172351,81.67085323,6.510840928,mungbean,Sandy loam
33,60,15,28.95172351,81.67085323,6.510840928,mungbean,Loam
34,45,21,28.18837136,82.60629652,6.287380117,mungbean,Sandy loam
34,45,21,28.18837136,82.60629652,6.287380117,mungbean,Loam
13,57,25,28.30041493,86.20681554,6.86308576,mungbean,Sandy loam
13,57,25,28.30041493,86.20681554,6.86308576,mungbean,Loam
33,57,17,27.89636126,88.71782287,6.78415271,mungbean,Sandy loam
33,57,17,27.89636126,88.71782287,6.78415271,mungbean,Loam
32,57,22,28.6899851,87.50436797,6.769415888,mungbean,Sandy loam
32,57,22,28.6899851,87.50436797,6.769415888,mungbean,Loam
23,59,25,27.8262623,88.73100226,6.320768488,mungbean,Sandy loam
23,59,25,27.8262623,88.73100226,6.320768488,mungbean,Loam
35,41,18,28.70562673,81.59200689,6.705008504,mungbean,Sandy loam
35,41,18,28.70562673,81.59200689,6.705008504,mungbean,Loam
6,48,24,28.6362812,84.61431076,6.790736339,mungbean,Sandy loam
6,48,24,28.6362812,84.61431076,6.790736339,mungbean,Loam
29,36,25,28.28511547,88.4393979,7.130278657,mungbean,Sandy loam
29,36,25,28.28511547,88.4393979,7.130278657,mungbean,Loam
4,36,22,27.60887393,86.13316408,7.012740397,mungbean,Sandy loam
4,36,22,27.60887393,86.13316408,7.012740397,mungbean,Loam
10,59,22,28.60901145,86.99495766,7.155685016,mungbean,Sandy loam
10,59,22,28.60901145,86.99495766,7.155685016,mungbean,Loam
14,48,21,29.24598976,84.80084105,6.991242362,mungbean,Sandy loam
14,48,21,29.24598976,84.80084105,6.991242362,mungbean,Loam
8,50,21,28.62911222,89.1148059,6.218923893,mungbean,Sandy loam
8,50,21,28.62911222,89.1148059,6.218923893,mungbean,Loam
20,40,15,29.57329479,88.07505524,7.199495368,mungbean,Sandy loam
20,40,15,29.57329479,88.07505524,7.199495368,mungbean,Loam
36,43,22,27.82684262,87.16679147,6.389882166,mungbean,Sandy loam
36,43,22,27.82684262,87.16679147,6.389882166,mungbean,Loam
14,57,15,29.8757015,83.14796296,6.623438282,mungbean,Sandy loam
14,57,15,29.8757015,83.14796296,6.623438282,mungbean,Loam
11,60,23,27.33684386,88.50229102,7.033012777,mungbean,Sandy loam
11,60,23,27.33684386,88.50229102,7.033012777,mungbean,Loam
10,59,15,29.83040388,89.30428305,6.32400451,mungbean,Sandy loam
10,59,15,29.83040388,89.30428305,6.32400451,mungbean,Loam
7,60,25,28.2753171,82.76020821,6.397636709,mungbean,Sandy loam
7,60,25,28.2753171,82.76020821,6.397636709,mungbean,Loam
2,47,15,29.86860065,85.99127934,6.401455706,mungbean,Sandy loam
2,47,15,29.86860065,85.99127934,6.401455706,mungbean,Loam
20,45,22,29.5888162,89.9939693,6.904587016,mungbean,Sandy loam
20,45,22,29.5888162,89.9939693,6.904587016,mungbean,Loam
2,39,15,28.07219563,82.9116472,6.478557136,mungbean,Sandy loam
2,39,15,28.07219563,82.9116472,6.478557136,mungbean,Loam
27,40,24,27.84026517,89.99615558,7.063022095,mungbean,Sandy loam
27,40,24,27.84026517,89.99615558,7.063022095,mungbean,Loam
35,48,15,27.10818093,87.4512669,6.981758362,mungbean,Sandy loam
35,48,15,27.10818093,87.4512669,6.981758362,mungbean,Loam
4,59,25,27.68515114,81.94268594,6.227134139,mungbean,Sandy loam
4,59,25,27.68515114,81.94268594,6.227134139,mungbean,Loam
1,48,24,29.34594634,85.60472562,6.232836962,mungbean,Sandy loam
1,48,24,29.34594634,85.60472562,6.232836962,mungbean,Loam
36,43,21,28.36319404,84.8593608,7.140437859,mungbean,Sandy loam
36,43,21,28.36319404,84.8593608,7.140437859,mungbean,Loam
11,46,24,27.65280218,89.80650642,6.459252023,mungbean,Sandy loam
11,46,24,27.65280218,89.80650642,6.459252023,mungbean,Loam
34,47,19,27.31372793,85.44815232,6.568795404,mungbean,Sandy loam
34,47,19,27.31372793,85.44815232,6.568795404,mungbean,Loam
21,44,18,27.06909959,86.89934108,7.12851089,mungbean,Sandy loam
21,44,18,27.06909959,86.89934108,7.12851089,mungbean,Loam
17,58,20,28.06642822,85.91625451,6.42937879,mungbean,Sandy loam
17,58,20,28.06642822,85.91625451,6.42937879,mungbean,Loam
25,40,21,27.73329078,81.13903037,6.248900919,mungbean,Sandy loam
25,40,21,27.73329078,81.13903037,6.248900919,mungbean,Loam
2,38,18,27.53632932,89.92908171,6.619891498,mungbean,Sandy loam
2,38,18,27.53632932,89.92908171,6.619891498,mungbean,Loam
9,48,20,29.66461594,84.28187572,6.377568542,mungbean,Sandy loam
9,48,20,29.66461594,84.28187572,6.377568542,mungbean,Loam
37,49,25,29.9145443,85.85384444,6.415459592,mungbean,Sandy loam
37,49,25,29.9145443,85.85384444,6.415459592,mungbean,Loam
36,38,15,28.36363858,87.59810657,6.320662012,mungbean,Sandy loam
36,38,15,28.36363858,87.59810657,6.320662012,mungbean,Loam
40,58,15,29.46416042,87.60890009,6.978400282,mungbean,Sandy loam
40,58,15,29.46416042,87.60890009,6.978400282,mungbean,Loam
30,44,16,29.73013036,82.89166381,6.442335593,mungbean,Sandy loam
30,44,16,29.73013036,82.89166381,6.442335593,mungbean,Loam
1,59,23,27.46852989,87.17649,7.184398832,mungbean,Sandy loam
1,59,23,27.46852989,87.17649,7.184398832,mungbean,Loam
9,48,22,27.77076285,87.09979549,6.402926221,mungbean,Sandy loam
9,48,22,27.77076285,87.09979549,6.402926221,mungbean,Loam
14,41,17,29.12939524,88.48312598,7.085982325,mungbean,Sandy loam
14,41,17,29.12939524,88.48312598,7.085982325,mungbean,Loam
35,52,19,27.10606808,89.89593328,6.698574085,mungbean,Sandy loam
35,52,19,27.10606808,89.89593328,6.698574085,mungbean,Loam
31,48,17,28.88078945,86.94206817,6.594739424,mungbean,Sandy loam
31,48,17,28.88078945,86.94206817,6.594739424,mungbean,Loam
4,41,20,28.14720892,83.8001509,6.647965508,mungbean,Sandy loam
4,41,20,28.14720892,83.8001509,6.647965508,mungbean,Loam
30,37,25,29.89129144,80.14487166,7.120032489,mungbean,Sandy loam
30,37,25,29.89129144,80.14487166,7.120032489,mungbean,Loam
9,35,20,27.41503453,80.98004661,6.91380932,mungbean,Sandy loam
9,35,20,27.41503453,80.98004661,6.91380932,mungbean,Loam
20,41,20,29.27308605,89.4875022,7.073048264,mungbean,Sandy loam
20,41,20,29.27308605,89.4875022,7.073048264,mungbean,Loam
37,50,23,29.65296893,88.48587386,6.5304707,mungbean,Sandy loam
37,50,23,29.65296893,88.48587386,6.5304707,mungbean,Loam
34,35,21,28.44524991,82.67639542,6.684381357,mungbean,Sandy loam
34,35,21,28.44524991,82.67639542,6.684381357,mungbean,Loam
14,37,15,27.96235681,83.97586797,6.581351374,mungbean,Sandy loam
14,37,15,27.96235681,83.97586797,6.581351374,mungbean,Loam
23,39,22,29.25649321,81.97952224,6.86483915,mungbean,Sandy loam
23,39,22,29.25649321,81.97952224,6.86483915,mungbean,Loam
5,45,21,28.36291385,88.00989267,6.487124217,mungbean,Sandy loam
5,45,21,28.36291385,88.00989267,6.487124217,mungbean,Loam
22,37,20,27.62749466,86.49366929,6.605733068,mungbean,Sandy loam
22,37,20,27.62749466,86.49366929,6.605733068,mungbean,Loam
40,51,17,28.66086349,86.12194568,6.860602782,mungbean,Sandy loam
40,51,17,28.66086349,86.12194568,6.860602782,mungbean,Loam
27,56,20,29.2114218,87.11497805,6.41874299,mungbean,Sandy loam
27,56,20,29.2114218,87.11497805,6.41874299,mungbean,Loam
31,40,22,29.40889385,86.16063492,6.365513634,mungbean,Sandy loam
31,40,22,29.40889385,86.16063492,6.365513634,mungbean,Loam
38,36,21,28.02952623,84.8845732,6.556372966,mungbean,Sandy loam
38,36,21,28.02952623,84.8845732,6.556372966,mungbean,Loam
6,37,17,28.08657178,80.35005927,6.760694228,mungbean,Sandy loam
6,37,17,28.08657178,80.35005927,6.760694228,mungbean,Loam
6,47,18,29.16174608,80.28038146,6.715276663,mungbean,Sandy loam
6,47,18,29.16174608,80.28038146,6.715276663,mungbean,Loam
24,44,17,29.8596912,80.03499648,6.666380512,mungbean,Sandy loam
24,44,17,29.8596912,80.03499648,6.666380512,mungbean,Loam
25,59,19,29.06631494,83.6869203,6.626629798,mungbean,Sandy loam
25,59,19,29.06631494,83.6869203,6.626629798,mungbean,Loam
32,56,21,27.38538997,88.66663953,6.702772465,mungbean,Sandy loam
32,56,21,27.38538997,88.66663953,6.702772465,mungbean,Loam
8,45,18,27.93034941,85.42058715,7.011030515,mungbean,Sandy loam
8,45,18,27.93034941,85.42058715,7.011030515,mungbean,Loam
19,39,17,29.2808618,81.8009244,6.890156495,mungbean,Sandy loam
19,39,17,29.2808618,81.8009244,6.890156495,mungbean,Loam
39,37,15,28.9973145,83.78911515,6.821747052,mungbean,Sandy loam
39,37,15,28.9973145,83.78911515,6.821747052,mungbean,Loam
33,37,19,27.92678579,86.5543196,7.183189922,mungbean,Sandy loam
33,37,19,27.92678579,86.5543196,7.183189922,mungbean,Loam
26,54,17,28.5474135,88.9570454,6.27258822,mungbean,Sandy loam
26,54,17,28.5474135,88.9570454,6.27258822,mungbean,Loam
21,51,15,29.36488409,89.1886954,6.679127482,mungbean,Sandy loam
21,51,15,29.36488409,89.1886954,6.679127482,mungbean,Loam
22,54,20,28.56149805,83.63802195,6.689825155,mungbean,Sandy loam
22,54,20,28.56149805,83.63802195,6.689825155,mungbean,Loam
29,45,16,28.43683487,87.91332682,6.583381939,mungbean,Sandy loam
29,45,16,28.43683487,87.91332682,6.583381939,mungbean,Loam
4,40,21,28.79728147,80.45744422,6.725551062,mungbean,Sandy loam
4,40,21,28.79728147,80.45744422,6.725551062,mungbean,Loam
10,37,22,28.7275267,89.12760359,7.069747814,mungbean,Sandy loam
10,37,22,28.7275267,89.12760359,7.069747814,mungbean,Loam
4,44,19,27.95639663,83.52706038,6.921993878,mungbean,Sandy loam
4,44,19,27.95639663,83.52706038,6.921993878,mungbean,Loam
20,45,17,28.17458662,83.69659318,6.770955317,mungbean,Sandy loam
20,45,17,28.17458662,83.69659318,6.770955317,mungbean,Loam
23,45,23,28.77653519,86.69133979,6.983130466,mungbean,Sandy loam
23,45,23,28.77653519,86.69133979,6.983130466,mungbean,Loam
25,48,21,28.438097,83.48991368,6.267684328,mungbean,Sandy loam
25,48,21,28.438097,83.48991368,6.267684328,mungbean,Loam
56,79,15,29.48439992,63.19915325,7.454532137,blackgram,Sandy loam
56,79,15,29.48439992,63.19915325,7.454532137,blackgram,Loam
25,62,21,26.73433965,68.13999721,7.040056094,blackgram,Sandy loam
25,62,21,26.73433965,68.13999721,7.040056094,blackgram,Loam
42,61,22,26.27274407,62.28814857,7.418650668,blackgram,Sandy loam
42,61,22,26.27274407,62.28814857,7.418650668,blackgram,Loam
42,73,25,34.03679184,67.21113844,6.501869314,blackgram,Sandy loam
42,73,25,34.03679184,67.21113844,6.501869314,blackgram,Loam
44,58,18,28.03644051,65.06601664,6.814410928,blackgram,Sandy loam
44,58,18,28.03644051,65.06601664,6.814410928,blackgram,Loam
50,55,16,28.81460716,65.33538112,7.581442888,blackgram,Sandy loam
50,55,16,28.81460716,65.33538112,7.581442888,blackgram,Loam
35,72,21,34.03619494,64.28791388,7.741418772,blackgram,Sandy loam
35,72,21,34.03619494,64.28791388,7.741418772,blackgram,Loam
30,64,20,33.8642935,61.57072498,6.573531614,blackgram,Sandy loam
30,64,20,33.8642935,61.57072498,6.573531614,blackgram,Loam
27,64,21,32.84213012,68.68401492,7.543804223,blackgram,Sandy loam
27,64,21,32.84213012,68.68401492,7.543804223,blackgram,Loam
50,74,17,27.10053268,63.36085585,6.5408208,blackgram,Sandy loam
50,74,17,27.10053268,63.36085585,6.5408208,blackgram,Loam
39,73,24,25.65842532,61.18235808,7.22405917,blackgram,Sandy loam
39,73,24,25.65842532,61.18235808,7.22405917,blackgram,Loam
57,67,25,32.34744009,66.61452812,7.551364319,blackgram,Sandy loam
57,67,25,32.34744009,66.61452812,7.551364319,blackgram,Loam
52,63,19,29.58949031,68.32176769,6.928898659,blackgram,Sandy loam
52,63,19,29.58949031,68.32176769,6.928898659,blackgram,Loam
55,66,22,30.91219459,68.79427388,7.747775263,blackgram,Sandy loam
55,66,22,30.91219459,68.79427388,7.747775263,blackgram,Loam
51,56,18,28.12787838,64.2097765,6.706505915,blackgram,Sandy loam
51,56,18,28.12787838,64.2097765,6.706505915,blackgram,Loam
36,66,15,30.08545364,69.34811988,6.668238556,blackgram,Sandy loam
36,66,15,30.08545364,69.34811988,6.668238556,blackgram,Loam
59,55,19,31.74379487,62.51007687,7.332375138,blackgram,Sandy loam
59,55,19,31.74379487,62.51007687,7.332375138,blackgram,Loam
50,58,23,27.81326852,62.50460464,7.596802025,blackgram,Sandy loam
50,58,23,27.81326852,62.50460464,7.596802025,blackgram,Loam
30,65,25,32.88733849,64.59457409,7.70650895,blackgram,Sandy loam
30,65,25,32.88733849,64.59457409,7.70650895,blackgram,Loam
20,62,18,29.36358721,64.98742947,7.366542647,blackgram,Sandy loam
20,62,18,29.36358721,64.98742947,7.366542647,blackgram,Loam
58,71,15,27.82592799,67.5861883,6.919243702,blackgram,Sandy loam
58,71,15,27.82592799,67.5861883,6.919243702,blackgram,Loam
25,71,24,28.49538735,60.44848407,7.187721818,blackgram,Sandy loam
25,71,24,28.49538735,60.44848407,7.187721818,blackgram,Loam
52,71,16,27.74274761,68.53997144,7.075886472,blackgram,Sandy loam
52,71,16,27.74274761,68.53997144,7.075886472,blackgram,Loam
40,63,18,30.41588462,67.66323804,6.74441168,blackgram,Sandy loam
40,63,18,30.41588462,67.66323804,6.74441168,blackgram,Loam
20,60,25,27.3254209,69.09047809,6.726469088,blackgram,Sandy loam
20,60,25,27.3254209,69.09047809,6.726469088,blackgram,Loam
48,61,21,30.28496619,61.69295127,6.628264883,blackgram,Sandy loam
